epoch,avg training loss,avg validation loss,avg training mae,avg validation mae
354,tensor(0.0066),0.04151531664024067,tensor(0.0686),tensor(0.1664)
355,tensor(0.0097),0.05690204384754836,tensor(0.0801),tensor(0.2009)
356,tensor(0.0053),0.039163325880636035,tensor(0.0599),tensor(0.1643)
357,tensor(0.0054),0.05372736818276723,tensor(0.0628),tensor(0.1973)
358,tensor(0.0065),0.03705702395203744,tensor(0.0673),tensor(0.1618)
359,tensor(0.0079),0.04257047032857683,tensor(0.0744),tensor(0.1740)
360,tensor(0.0094),0.04972907597858618,tensor(0.0788),tensor(0.1891)
361,tensor(0.0075),0.0489496806281318,tensor(0.0688),tensor(0.1842)
362,tensor(0.0066),0.04882920542115831,tensor(0.0635),tensor(0.1836)
363,tensor(0.0072),0.05359161423396044,tensor(0.0678),tensor(0.1945)
364,tensor(0.0116),0.043085517550198946,tensor(0.0888),tensor(0.1714)
365,tensor(0.0039),0.05428485688300448,tensor(0.0508),tensor(0.1977)
366,tensor(0.0050),0.04489216748407611,tensor(0.0578),tensor(0.1784)
367,tensor(0.0073),0.053363390266895294,tensor(0.0694),tensor(0.1957)
368,tensor(0.0066),0.04221216306554204,tensor(0.0672),tensor(0.1727)
369,tensor(0.0060),0.05379897540848311,tensor(0.0655),tensor(0.1973)
370,tensor(0.0065),0.04391220491741882,tensor(0.0658),tensor(0.1771)
371,tensor(0.0043),0.0477354359823906,tensor(0.0554),tensor(0.1838)
372,tensor(0.0045),0.04227865299623068,tensor(0.0558),tensor(0.1726)
373,tensor(0.0049),0.05236712614154074,tensor(0.0586),tensor(0.1931)
374,tensor(0.0040),0.04355290763312045,tensor(0.0528),tensor(0.1755)
375,tensor(0.0078),0.04970373714828306,tensor(0.0731),tensor(0.1883)
376,tensor(0.0033),0.04704462388957985,tensor(0.0478),tensor(0.1810)
377,tensor(0.0045),0.04637563873647716,tensor(0.0534),tensor(0.1808)
378,tensor(0.0056),0.049554758919004335,tensor(0.0613),tensor(0.1879)
379,tensor(0.0028),0.043194780379881656,tensor(0.0442),tensor(0.1733)
380,tensor(0.0053),0.04663989126160451,tensor(0.0561),tensor(0.1804)
381,tensor(0.0075),0.04154080072787485,tensor(0.0738),tensor(0.1709)
382,tensor(0.0045),0.059846298783611696,tensor(0.0570),tensor(0.2087)
383,tensor(0.0060),0.04361787300687356,tensor(0.0663),tensor(0.1758)
384,tensor(0.0087),0.05931594457607789,tensor(0.0768),tensor(0.2078)
385,tensor(0.0148),0.04006078379801275,tensor(0.1000),tensor(0.1702)
386,tensor(0.0145),0.060485741362729425,tensor(0.0992),tensor(0.2122)
387,tensor(0.0112),0.042737804048836,tensor(0.0879),tensor(0.1748)
388,tensor(0.0179),0.04933081235345236,tensor(0.1080),tensor(0.1896)
389,tensor(0.0102),0.04139493861695904,tensor(0.0855),tensor(0.1698)
390,tensor(0.0117),0.049482664144108734,tensor(0.0864),tensor(0.1881)
391,tensor(0.0097),0.04808359626492174,tensor(0.0845),tensor(0.1859)
392,tensor(0.0077),0.04019841425671652,tensor(0.0754),tensor(0.1703)
393,tensor(0.0088),0.05214088243443214,tensor(0.0771),tensor(0.1929)
394,tensor(0.0110),0.04022208473677765,tensor(0.0824),tensor(0.1706)
395,tensor(0.0079),0.0537193662229679,tensor(0.0751),tensor(0.1959)
396,tensor(0.0059),0.04507735199095674,tensor(0.0668),tensor(0.1795)
397,tensor(0.0047),0.051124343322408804,tensor(0.0588),tensor(0.1909)
398,tensor(0.0065),0.04412609602574708,tensor(0.0649),tensor(0.1777)
399,tensor(0.0093),0.053076646163885695,tensor(0.0750),tensor(0.1939)
400,tensor(0.0108),0.042653496322812734,tensor(0.0799),tensor(0.1735)
401,tensor(0.0113),0.058235549088929875,tensor(0.0875),tensor(0.2046)
402,tensor(0.0075),0.043327258254767395,tensor(0.0718),tensor(0.1749)
403,tensor(0.0038),0.05145265072120303,tensor(0.0522),tensor(0.1925)
404,tensor(0.0047),0.040129665799931796,tensor(0.0535),tensor(0.1704)
405,tensor(0.0081),0.06478287076671764,tensor(0.0742),tensor(0.2195)
406,tensor(0.0126),0.040644447032927536,tensor(0.0922),tensor(0.1708)
407,tensor(0.0105),0.05707844597530272,tensor(0.0856),tensor(0.2032)
408,tensor(0.0121),0.04032354527932197,tensor(0.0885),tensor(0.1691)
409,tensor(0.0069),0.049789288193567253,tensor(0.0680),tensor(0.1871)
410,tensor(0.0080),0.04185186504071093,tensor(0.0698),tensor(0.1701)
411,tensor(0.0064),0.04642439488654934,tensor(0.0661),tensor(0.1787)
412,tensor(0.0037),0.04814117868586737,tensor(0.0502),tensor(0.1838)
413,tensor(0.0053),0.043791178599405844,tensor(0.0586),tensor(0.1757)
414,tensor(0.0072),0.04783943257791059,tensor(0.0684),tensor(0.1836)
415,tensor(0.0053),0.04699246273720311,tensor(0.0591),tensor(0.1806)
416,tensor(0.0060),0.047506467783497465,tensor(0.0624),tensor(0.1808)
417,tensor(0.0049),0.04715418624274925,tensor(0.0569),tensor(0.1801)
418,tensor(0.0055),0.050508983201321925,tensor(0.0614),tensor(0.1886)
419,tensor(0.0038),0.04403998997018959,tensor(0.0518),tensor(0.1759)
420,tensor(0.0028),0.05114913916628416,tensor(0.0440),tensor(0.1901)
421,tensor(0.0039),0.044624972958045246,tensor(0.0536),tensor(0.1768)
422,tensor(0.0040),0.04932532134078124,tensor(0.0522),tensor(0.1868)
423,tensor(0.0037),0.04136119074104825,tensor(0.0505),tensor(0.1709)
424,tensor(0.0057),0.051572001368851046,tensor(0.0593),tensor(0.1902)
425,tensor(0.0059),0.047155057627287354,tensor(0.0625),tensor(0.1816)
426,tensor(0.0168),0.0434057466787239,tensor(0.0965),tensor(0.1763)
427,tensor(0.0134),0.05785055774543072,tensor(0.0916),tensor(0.2057)
428,tensor(0.0171),0.040244287180674444,tensor(0.1022),tensor(0.1714)
429,tensor(0.0163),0.06422000184133358,tensor(0.1077),tensor(0.2185)
430,tensor(0.0131),0.04043199179933229,tensor(0.0954),tensor(0.1713)
431,tensor(0.0057),0.060555671120664026,tensor(0.0644),tensor(0.2104)
432,tensor(0.0072),0.04172858956780879,tensor(0.0723),tensor(0.1745)
433,tensor(0.0054),0.05703218597266461,tensor(0.0594),tensor(0.2042)
434,tensor(0.0053),0.0414772180963583,tensor(0.0613),tensor(0.1724)
435,tensor(0.0027),0.05289413545150237,tensor(0.0434),tensor(0.1936)
436,tensor(0.0073),0.04148975420554788,tensor(0.0718),tensor(0.1710)
437,tensor(0.0042),0.05000495461290449,tensor(0.0522),tensor(0.1879)
438,tensor(0.0041),0.044053045938566966,tensor(0.0518),tensor(0.1782)
439,tensor(0.0056),0.051106875537666366,tensor(0.0634),tensor(0.1938)
440,tensor(0.0045),0.043051736132180184,tensor(0.0553),tensor(0.1771)
441,tensor(0.0027),0.046783877130786265,tensor(0.0430),tensor(0.1844)
442,tensor(0.0050),0.046674592543668784,tensor(0.0575),tensor(0.1831)
443,tensor(0.0066),0.04827572511153926,tensor(0.0661),tensor(0.1855)
444,tensor(0.0072),0.043207286672253556,tensor(0.0702),tensor(0.1753)
445,tensor(0.0070),0.04836339883303364,tensor(0.0684),tensor(0.1852)
446,tensor(0.0059),0.04374262272354926,tensor(0.0606),tensor(0.1750)
447,tensor(0.0054),0.0512158472656276,tensor(0.0594),tensor(0.1903)
448,tensor(0.0038),0.04160240717261218,tensor(0.0513),tensor(0.1720)
449,tensor(0.0049),0.045577285789562105,tensor(0.0575),tensor(0.1796)
450,tensor(0.0045),0.04871399831099269,tensor(0.0552),tensor(0.1866)
451,tensor(0.0048),0.04625399905738895,tensor(0.0560),tensor(0.1814)
452,tensor(0.0049),0.043681962379337747,tensor(0.0585),tensor(0.1764)
453,tensor(0.0046),0.04221840268037198,tensor(0.0537),tensor(0.1729)
454,tensor(0.0042),0.05072153090039116,tensor(0.0528),tensor(0.1897)
455,tensor(0.0047),0.04185965602152079,tensor(0.0579),tensor(0.1733)
456,tensor(0.0045),0.05116789672045392,tensor(0.0553),tensor(0.1908)
457,tensor(0.0055),0.03961302105931688,tensor(0.0621),tensor(0.1695)
458,tensor(0.0065),0.05921937055624876,tensor(0.0628),tensor(0.2063)
459,tensor(0.0055),0.03913626695189495,tensor(0.0629),tensor(0.1685)
460,tensor(0.0046),0.053454084307361205,tensor(0.0585),tensor(0.1966)
461,tensor(0.0071),0.04066188714615566,tensor(0.0733),tensor(0.1712)
462,tensor(0.0022),0.049378674419357615,tensor(0.0396),tensor(0.1874)
463,tensor(0.0029),0.043302824046709196,tensor(0.0463),tensor(0.1745)
464,tensor(0.0046),0.04389116929025038,tensor(0.0546),tensor(0.1758)
465,tensor(0.0045),0.04285743162180895,tensor(0.0546),tensor(0.1736)
466,tensor(0.0061),0.045581658155175384,tensor(0.0648),tensor(0.1799)
467,tensor(0.0055),0.04437060610677482,tensor(0.0584),tensor(0.1783)
468,tensor(0.0043),0.041683462676719005,tensor(0.0547),tensor(0.1724)
469,tensor(0.0024),0.04656296794516567,tensor(0.0414),tensor(0.1812)
470,tensor(0.0051),0.04181167310111022,tensor(0.0583),tensor(0.1738)
471,tensor(0.0050),0.05337548061683484,tensor(0.0563),tensor(0.1965)
472,tensor(0.0057),0.038406468840888504,tensor(0.0635),tensor(0.1667)
473,tensor(0.0057),0.051352109933989525,tensor(0.0661),tensor(0.1915)
474,tensor(0.0068),0.038521048406334704,tensor(0.0712),tensor(0.1670)
475,tensor(0.0097),0.05174512405977639,tensor(0.0829),tensor(0.1926)
476,tensor(0.0053),0.04249724286249639,tensor(0.0621),tensor(0.1753)
477,tensor(0.0047),0.0498182411497669,tensor(0.0562),tensor(0.1894)
478,tensor(0.0073),0.04482601454720655,tensor(0.0692),tensor(0.1796)
479,tensor(0.0047),0.04652587867410788,tensor(0.0560),tensor(0.1826)
480,tensor(0.0059),0.04518991272447174,tensor(0.0650),tensor(0.1796)
481,tensor(0.0041),0.05021395148339786,tensor(0.0537),tensor(0.1884)
482,tensor(0.0052),0.04280199736704622,tensor(0.0599),tensor(0.1752)
483,tensor(0.0075),0.05504931628356184,tensor(0.0683),tensor(0.1991)
484,tensor(0.0081),0.03702387794968219,tensor(0.0779),tensor(0.1648)
485,tensor(0.0103),0.04833360062730915,tensor(0.0868),tensor(0.1877)
486,tensor(0.0060),0.04242273623029546,tensor(0.0650),tensor(0.1759)
487,tensor(0.0043),0.046436578484708696,tensor(0.0546),tensor(0.1827)
488,tensor(0.0036),0.04418334312707997,tensor(0.0471),tensor(0.1777)
489,tensor(0.0053),0.04852290770423088,tensor(0.0585),tensor(0.1853)
490,tensor(0.0063),0.043358229144190075,tensor(0.0623),tensor(0.1764)
491,tensor(0.0042),0.04777780066494348,tensor(0.0539),tensor(0.1827)
492,tensor(0.0036),0.042412299122878784,tensor(0.0496),tensor(0.1733)
493,tensor(0.0036),0.04512520463492156,tensor(0.0496),tensor(0.1797)
494,tensor(0.0043),0.048159264202015876,tensor(0.0558),tensor(0.1868)
495,tensor(0.0039),0.04561511992480504,tensor(0.0500),tensor(0.1818)
496,tensor(0.0035),0.04530090122603257,tensor(0.0487),tensor(0.1803)
497,tensor(0.0057),0.047925182716044006,tensor(0.0620),tensor(0.1851)
498,tensor(0.0044),0.04257928114746795,tensor(0.0551),tensor(0.1757)
499,tensor(0.0057),0.05222260634548933,tensor(0.0580),tensor(0.1935)
500,tensor(0.0065),0.04214127995943513,tensor(0.0650),tensor(0.1737)
501,tensor(0.0057),0.05068784366553859,tensor(0.0625),tensor(0.1907)
502,tensor(0.0070),0.042131361308786655,tensor(0.0679),tensor(0.1755)
503,tensor(0.0073),0.04782591826474504,tensor(0.0713),tensor(0.1861)
504,tensor(0.0059),0.04502729662777385,tensor(0.0670),tensor(0.1806)
505,tensor(0.0047),0.04228871343258754,tensor(0.0595),tensor(0.1748)
506,tensor(0.0035),0.05253264695000092,tensor(0.0506),tensor(0.1943)
507,tensor(0.0024),0.04241986490119292,tensor(0.0415),tensor(0.1757)
508,tensor(0.0038),0.05272522228788077,tensor(0.0499),tensor(0.1955)
509,tensor(0.0044),0.042480460690617096,tensor(0.0550),tensor(0.1753)
510,tensor(0.0054),0.04481577341252728,tensor(0.0607),tensor(0.1797)
511,tensor(0.0055),0.0476660844924269,tensor(0.0579),tensor(0.1841)
512,tensor(0.0133),0.04109595956621467,tensor(0.0916),tensor(0.1728)
513,tensor(0.0136),0.049297921200090807,tensor(0.0920),tensor(0.1871)
514,tensor(0.0112),0.043263813469863355,tensor(0.0853),tensor(0.1763)
515,tensor(0.0040),0.044853412673051256,tensor(0.0520),tensor(0.1791)
516,tensor(0.0047),0.04805087626473217,tensor(0.0555),tensor(0.1844)
517,tensor(0.0033),0.04696424798278957,tensor(0.0484),tensor(0.1822)
518,tensor(0.0048),0.0489953767638726,tensor(0.0580),tensor(0.1862)
519,tensor(0.0038),0.044716999949416296,tensor(0.0504),tensor(0.1789)
520,tensor(0.0039),0.047005488341565496,tensor(0.0522),tensor(0.1829)
521,tensor(0.0048),0.04433972825539019,tensor(0.0543),tensor(0.1781)
522,tensor(0.0052),0.04671496218106626,tensor(0.0585),tensor(0.1835)
523,tensor(0.0047),0.04134528715786767,tensor(0.0531),tensor(0.1747)
524,tensor(0.0038),0.048851852504543755,tensor(0.0503),tensor(0.1884)
525,tensor(0.0040),0.04328152312668845,tensor(0.0528),tensor(0.1776)
526,tensor(0.0041),0.044537023318648804,tensor(0.0527),tensor(0.1796)
527,tensor(0.0028),0.04488056444414395,tensor(0.0427),tensor(0.1793)
528,tensor(0.0030),0.04365861295552105,tensor(0.0452),tensor(0.1767)
529,tensor(0.0046),0.04890425856214321,tensor(0.0546),tensor(0.1856)
530,tensor(0.0037),0.043211315849121905,tensor(0.0498),tensor(0.1771)
531,tensor(0.0033),0.04937013354630786,tensor(0.0455),tensor(0.1875)
532,tensor(0.0049),0.04468234506678488,tensor(0.0546),tensor(0.1794)
533,tensor(0.0034),0.048903302256931125,tensor(0.0483),tensor(0.1867)
534,tensor(0.0029),0.04644617323803531,tensor(0.0438),tensor(0.1813)
535,tensor(0.0024),0.04811675191389447,tensor(0.0403),tensor(0.1842)
536,tensor(0.0033),0.044448385341274134,tensor(0.0475),tensor(0.1783)
537,tensor(0.0028),0.04647903329899339,tensor(0.0421),tensor(0.1824)
538,tensor(0.0026),0.04627703476682711,tensor(0.0426),tensor(0.1820)
539,tensor(0.0048),0.044751408774449206,tensor(0.0548),tensor(0.1785)
540,tensor(0.0056),0.04695601188052257,tensor(0.0597),tensor(0.1816)
541,tensor(0.0056),0.04459289849848135,tensor(0.0588),tensor(0.1779)
542,tensor(0.0042),0.04751022244125953,tensor(0.0522),tensor(0.1828)
543,tensor(0.0045),0.046050219916184125,tensor(0.0543),tensor(0.1802)
544,tensor(0.0029),0.04577700759316813,tensor(0.0434),tensor(0.1807)
545,tensor(0.0025),0.05087800774404395,tensor(0.0409),tensor(0.1896)
546,tensor(0.0033),0.04208645437652035,tensor(0.0475),tensor(0.1737)
547,tensor(0.0049),0.04628025545423365,tensor(0.0592),tensor(0.1812)
548,tensor(0.0022),0.04459716179607443,tensor(0.0387),tensor(0.1788)
549,tensor(0.0035),0.05234992217113072,tensor(0.0503),tensor(0.1933)
550,tensor(0.0037),0.04449856289977693,tensor(0.0516),tensor(0.1780)
551,tensor(0.0034),0.04554159813904809,tensor(0.0485),tensor(0.1792)
552,tensor(0.0037),0.04452803125786178,tensor(0.0488),tensor(0.1778)
553,tensor(0.0047),0.049982169124837744,tensor(0.0568),tensor(0.1875)
554,tensor(0.0037),0.04421922894999211,tensor(0.0477),tensor(0.1777)
555,tensor(0.0040),0.047830498201142026,tensor(0.0529),tensor(0.1836)
556,tensor(0.0034),0.0466174084968604,tensor(0.0497),tensor(0.1815)
557,tensor(0.0041),0.04625376242897854,tensor(0.0521),tensor(0.1813)
558,tensor(0.0043),0.049347803474980106,tensor(0.0540),tensor(0.1873)
559,tensor(0.0047),0.04650392307236733,tensor(0.0535),tensor(0.1831)
560,tensor(0.0029),0.048638863858661764,tensor(0.0461),tensor(0.1869)
561,tensor(0.0041),0.0438923472937211,tensor(0.0523),tensor(0.1785)
562,tensor(0.0029),0.04887419280954836,tensor(0.0469),tensor(0.1867)
563,tensor(0.0035),0.04628076346351943,tensor(0.0471),tensor(0.1823)
564,tensor(0.0026),0.04658100845342944,tensor(0.0422),tensor(0.1825)
565,tensor(0.0026),0.04605010883875394,tensor(0.0422),tensor(0.1809)
566,tensor(0.0031),0.04554438475041074,tensor(0.0466),tensor(0.1803)
567,tensor(0.0031),0.04524561973535075,tensor(0.0445),tensor(0.1810)
568,tensor(0.0025),0.04851772032446203,tensor(0.0417),tensor(0.1865)
569,tensor(0.0043),0.04752226918211011,tensor(0.0511),tensor(0.1851)
570,tensor(0.0019),0.049081565529571894,tensor(0.0368),tensor(0.1881)
571,tensor(0.0026),0.045048666385941,tensor(0.0428),tensor(0.1803)
572,tensor(0.0034),0.050919157115865775,tensor(0.0497),tensor(0.1906)
573,tensor(0.0036),0.042338932969458835,tensor(0.0486),tensor(0.1752)
574,tensor(0.0045),0.05240884097111828,tensor(0.0548),tensor(0.1936)
575,tensor(0.0033),0.046415113927325384,tensor(0.0473),tensor(0.1827)
576,tensor(0.0032),0.049080550177783816,tensor(0.0461),tensor(0.1869)
577,tensor(0.0040),0.04767315437589638,tensor(0.0540),tensor(0.1848)
578,tensor(0.0030),0.043983461241081996,tensor(0.0460),tensor(0.1788)
579,tensor(0.0023),0.05136668489310992,tensor(0.0392),tensor(0.1916)
580,tensor(0.0058),0.043026276599572325,tensor(0.0588),tensor(0.1759)
581,tensor(0.0066),0.05014924509342079,tensor(0.0683),tensor(0.1876)
582,tensor(0.0066),0.049722941179219854,tensor(0.0660),tensor(0.1875)
583,tensor(0.0028),0.04509859999591043,tensor(0.0427),tensor(0.1797)
584,tensor(0.0037),0.048011877309487486,tensor(0.0494),tensor(0.1847)
585,tensor(0.0027),0.04672654439851004,tensor(0.0429),tensor(0.1825)
586,tensor(0.0053),0.04766674426743029,tensor(0.0591),tensor(0.1845)
587,tensor(0.0024),0.04735236585951964,tensor(0.0409),tensor(0.1837)
588,tensor(0.0026),0.04555997049530192,tensor(0.0417),tensor(0.1800)
589,tensor(0.0040),0.05064074483479043,tensor(0.0517),tensor(0.1890)
590,tensor(0.0043),0.0463843396955427,tensor(0.0565),tensor(0.1823)
591,tensor(0.0035),0.05108858644962311,tensor(0.0501),tensor(0.1918)
592,tensor(0.0053),0.04560835472514657,tensor(0.0628),tensor(0.1815)
593,tensor(0.0050),0.04966158645974059,tensor(0.0572),tensor(0.1884)
594,tensor(0.0024),0.046844064377625165,tensor(0.0415),tensor(0.1829)
595,tensor(0.0035),0.046776820351061656,tensor(0.0471),tensor(0.1824)
596,tensor(0.0038),0.04945727573265593,tensor(0.0496),tensor(0.1873)
597,tensor(0.0038),0.04537586453606299,tensor(0.0490),tensor(0.1796)
598,tensor(0.0029),0.04643827791285886,tensor(0.0448),tensor(0.1815)
599,tensor(0.0028),0.046856285177953975,tensor(0.0450),tensor(0.1817)
600,tensor(0.0030),0.04727083119900774,tensor(0.0450),tensor(0.1828)
601,tensor(0.0029),0.04867247639926955,tensor(0.0449),tensor(0.1859)
602,tensor(0.0042),0.046505766822902146,tensor(0.0511),tensor(0.1815)
603,tensor(0.0049),0.044480486283738324,tensor(0.0603),tensor(0.1773)
604,tensor(0.0058),0.05019245432972444,tensor(0.0668),tensor(0.1880)
605,tensor(0.0030),0.042924341915994306,tensor(0.0462),tensor(0.1762)
606,tensor(0.0030),0.05242441456895394,tensor(0.0451),tensor(0.1932)
607,tensor(0.0045),0.05097289021753847,tensor(0.0562),tensor(0.1902)
608,tensor(0.0038),0.04975441288101534,tensor(0.0510),tensor(0.1863)
609,tensor(0.0019),0.0503916323677807,tensor(0.0369),tensor(0.1868)
610,tensor(0.0032),0.045621563604369704,tensor(0.0449),tensor(0.1790)
611,tensor(0.0028),0.046359112515233836,tensor(0.0428),tensor(0.1803)
612,tensor(0.0019),0.04730097220391615,tensor(0.0362),tensor(0.1823)
613,tensor(0.0024),0.045394856990079474,tensor(0.0394),tensor(0.1792)
614,tensor(0.0023),0.048286969458198735,tensor(0.0397),tensor(0.1844)
615,tensor(0.0024),0.04568404575324244,tensor(0.0404),tensor(0.1799)
616,tensor(0.0021),0.04779015580764772,tensor(0.0380),tensor(0.1841)
617,tensor(0.0041),0.05105127905883214,tensor(0.0520),tensor(0.1905)
618,tensor(0.0029),0.04472999740029587,tensor(0.0447),tensor(0.1795)
619,tensor(0.0032),0.052061601806475497,tensor(0.0456),tensor(0.1920)
620,tensor(0.0022),0.04685988396058287,tensor(0.0386),tensor(0.1824)
621,tensor(0.0025),0.04391787966517623,tensor(0.0420),tensor(0.1775)
622,tensor(0.0034),0.04811802022304053,tensor(0.0472),tensor(0.1845)
623,tensor(0.0035),0.04868710713627737,tensor(0.0482),tensor(0.1857)
624,tensor(0.0030),0.045545933659438494,tensor(0.0450),tensor(0.1812)
625,tensor(0.0026),0.05148779277613655,tensor(0.0429),tensor(0.1909)
626,tensor(0.0031),0.04562099767914078,tensor(0.0465),tensor(0.1807)
627,tensor(0.0022),0.05020913700591265,tensor(0.0380),tensor(0.1883)
628,tensor(0.0032),0.04769011727508868,tensor(0.0460),tensor(0.1839)
629,tensor(0.0028),0.04515020613076622,tensor(0.0446),tensor(0.1797)
630,tensor(0.0025),0.05028091549351522,tensor(0.0401),tensor(0.1879)
631,tensor(0.0026),0.04817647960921206,tensor(0.0419),tensor(0.1839)
632,tensor(0.0028),0.04390352406332465,tensor(0.0432),tensor(0.1768)
633,tensor(0.0032),0.04811572876363877,tensor(0.0455),tensor(0.1842)
634,tensor(0.0031),0.048135489573274605,tensor(0.0450),tensor(0.1843)
635,tensor(0.0026),0.04839972137013298,tensor(0.0418),tensor(0.1846)
636,tensor(0.0036),0.04743698619827918,tensor(0.0487),tensor(0.1829)
637,tensor(0.0035),0.048582228422454826,tensor(0.0485),tensor(0.1856)
638,tensor(0.0025),0.046566927305455336,tensor(0.0420),tensor(0.1824)
639,tensor(0.0024),0.049872196138137044,tensor(0.0413),tensor(0.1883)
640,tensor(0.0023),0.05070380480952764,tensor(0.0392),tensor(0.1895)
641,tensor(0.0042),0.04488722141469731,tensor(0.0552),tensor(0.1785)
642,tensor(0.0038),0.04629836338735276,tensor(0.0488),tensor(0.1806)
643,tensor(0.0031),0.04894554758524153,tensor(0.0450),tensor(0.1855)
644,tensor(0.0025),0.04797287817305164,tensor(0.0396),tensor(0.1840)
645,tensor(0.0020),0.046430433741571374,tensor(0.0375),tensor(0.1815)
646,tensor(0.0032),0.05051481980352086,tensor(0.0472),tensor(0.1889)
647,tensor(0.0025),0.048049835553429,tensor(0.0409),tensor(0.1849)
648,tensor(0.0027),0.046716031165438404,tensor(0.0438),tensor(0.1823)
649,tensor(0.0030),0.04913640867353413,tensor(0.0446),tensor(0.1859)
650,tensor(0.0023),0.047156813558089594,tensor(0.0404),tensor(0.1820)
651,tensor(0.0017),0.045276965540090884,tensor(0.0342),tensor(0.1791)
652,tensor(0.0028),0.046402665616125445,tensor(0.0442),tensor(0.1812)
653,tensor(0.0049),0.048851215907513866,tensor(0.0558),tensor(0.1853)
654,tensor(0.0035),0.04442051516171791,tensor(0.0487),tensor(0.1780)
655,tensor(0.0039),0.04867114980455039,tensor(0.0493),tensor(0.1847)
656,tensor(0.0020),0.04797900021656014,tensor(0.0372),tensor(0.1837)
657,tensor(0.0027),0.04597887162713457,tensor(0.0426),tensor(0.1808)
658,tensor(0.0019),0.04804136369246917,tensor(0.0357),tensor(0.1842)
659,tensor(0.0024),0.049221287144471236,tensor(0.0404),tensor(0.1860)
660,tensor(0.0035),0.047287142157902515,tensor(0.0477),tensor(0.1826)
