batch_num,avg training loss,avg validation loss,stl normed val mae
0,1.0728325843811035,0.18740145862102509,3.34246790724134
1,0.42492911219596863,1.6898185014724731,11.332449705704398
2,0.1183524876832962,0.039660993963479996,1.3931467811571465
3,0.097499318420887,0.07922527939081192,2.1090327372229822
4,0.07789044082164764,0.04696236178278923,1.600977074662946
5,0.0676182433962822,0.046013664454221725,1.602840164433355
6,0.049412406980991364,0.06627880781888962,1.8621174474099915
7,0.06286262720823288,0.03712297976016998,1.42326834155064
8,0.07028485834598541,0.028257204219698906,1.1818258303002425
9,0.05291072279214859,0.04857225716114044,1.5724412874594165
10,0.047017306089401245,0.032082222402095795,1.2340714864413755
11,0.049343809485435486,0.037318602204322815,1.3402552809963242
12,0.03435840830206871,0.02946050837635994,1.1894245332667488
13,0.031388603150844574,0.04513615369796753,1.487491711123012
14,0.03301243856549263,0.035269930958747864,1.3030442994370586
15,0.030378982424736023,0.04097248613834381,1.4040262802787449
16,0.04312771558761597,0.02802252396941185,1.1933586684842448
17,0.04788048565387726,0.03612866625189781,1.3044810610150843
18,0.02333875186741352,0.027934644371271133,1.1650888917797768
19,0.01825006678700447,0.035444214940071106,1.2923999414013068
20,0.029732154682278633,0.031452421098947525,1.2176846553399232
21,0.04012897238135338,0.03146875277161598,1.2259759510671189
22,0.02505934238433838,0.025637874379754066,1.1304300357821855
23,0.02614556811749935,0.031207619234919548,1.2254923302600857
24,0.04838461056351662,0.02513260580599308,1.120295848789524
25,0.03012462891638279,0.068853460252285,1.9255397366542442
26,0.040137894451618195,0.03817872703075409,1.4777235108771491
27,0.04364744946360588,0.0452331118285656,1.5053607821972677
28,0.021707093343138695,0.025826577097177505,1.135528824416776
29,0.025730250403285027,0.03833325579762459,1.3679218973141904
30,0.015058238059282303,0.03314981237053871,1.2789928344001347
31,0.0142337866127491,0.0343390628695488,1.2919301673681027
32,0.020390402525663376,0.03914566710591316,1.3936035976588776
33,0.01745179109275341,0.0280575230717659,1.1519519874202016
34,0.02115403674542904,0.02991028130054474,1.1727884602363763
35,0.035145584493875504,0.023115364834666252,1.0448043176686774
36,0.01780730113387108,0.02339540235698223,1.0723753404332752
37,0.01885324716567993,0.026439931243658066,1.1309751413464038
38,0.02406163699924946,0.03179964795708656,1.2509067497594888
39,0.01357150636613369,0.04117342829704285,1.4370430867487003
40,0.01338271889835596,0.0293074082583189,1.2549068159459498
41,0.014501840807497501,0.05858767405152321,1.764265472626747
42,0.025356784462928772,0.02728027105331421,1.1396820943577108
43,0.012966691516339779,0.03575800359249115,1.2988123950649304
44,0.02118128351867199,0.028255736455321312,1.1605871658699185
45,0.010356038808822632,0.02753586322069168,1.1837210598300891
46,0.018675977364182472,0.024717997759580612,1.1062986659678453
47,0.014828626066446304,0.02638140507042408,1.1112902373812286
48,0.01244549173861742,0.03329429402947426,1.2518455356181633
49,0.012614120729267597,0.0432012602686882,1.470376336462764
50,0.01879284717142582,0.02665898948907852,1.1317678373894524
51,0.01290290616452694,0.03874806687235832,1.3676804044972295
52,0.0157152209430933,0.02404862642288208,1.095199142880452
53,0.025276988744735718,0.024198126047849655,1.0554627765475026
54,0.010676390491425991,0.02497139386832714,1.070440857205143
55,0.010645244270563126,0.03087630122900009,1.202682882725227
56,0.01397977489978075,0.03138604015111923,1.2162260438068646
57,0.009760224260389805,0.03769487887620926,1.3527561230021263
58,0.01998227648437023,0.029200462624430656,1.1933187796128477
59,0.011140530928969383,0.03195060044527054,1.2399462025488734
60,0.01201969850808382,0.029189253225922585,1.1804029154960456
61,0.010969717055559158,0.03221319243311882,1.2237975613642023
62,0.00879553984850645,0.028228728100657463,1.1638052069216027
63,0.00822922121733427,0.029349515214562416,1.158443202549641
64,0.018857868388295174,0.027497664093971252,1.1945610511841576
65,0.03492903336882591,0.026804501190781593,1.1307665504966145
66,0.02871839329600334,0.026786023750901222,1.1330123955839633
67,0.018982265144586563,0.03383112698793411,1.2371302260767163
68,0.015983616933226585,0.039623405784368515,1.3820125776178696
69,0.009975146502256393,0.03505673632025719,1.2649711338963554
70,0.008489799685776234,0.0377352237701416,1.3127973825628698
71,0.006110451649874449,0.03103727102279663,1.1978080561297222
72,0.007169962860643864,0.027353858575224876,1.1404913049016563
73,0.007508947513997555,0.030571604147553444,1.1851124700479596
74,0.018808990716934204,0.025683151558041573,1.0740608358017318
75,0.014373358339071274,0.02989136055111885,1.1828356285127735
76,0.013129404745995998,0.04232529178261757,1.3903233096422747
77,0.014246942475438118,0.03158317878842354,1.2041115140874266
78,0.015194722451269627,0.030265284702181816,1.1672087185218205
79,0.014567091129720211,0.029903369024395943,1.2017319015428132
80,0.008728456683456898,0.03204679489135742,1.2842149736529624
81,0.00851783249527216,0.04183141142129898,1.3858251407018403
82,0.009924745187163353,0.03186466172337532,1.1955547159996585
83,0.013533368706703186,0.028377247974276543,1.166762954032228
84,0.015012973919510841,0.04307397082448006,1.3962137780429356
85,0.013192551210522652,0.027699042111635208,1.1596603212657386
86,0.008778649382293224,0.03219633176922798,1.215985948370749
87,0.008765689097344875,0.03575649484992027,1.2592155762645594
88,0.007732287049293518,0.028599265962839127,1.1507748846101231
89,0.010153859853744507,0.02806246653199196,1.1774507579088007
90,0.006891040131449699,0.03430751711130142,1.2730185231487667
91,0.007170783821493387,0.03188018128275871,1.2137206669861906
92,0.010393579490482807,0.03055032528936863,1.1825266803113803
93,0.006971990689635277,0.03354106470942497,1.2530923804358753
94,0.005875296890735626,0.04861770570278168,1.5034555169322605
95,0.005882090888917446,0.02944883704185486,1.1913994135047672
96,0.008647453039884567,0.041263844817876816,1.3539684144025772
97,0.006316902581602335,0.03755918890237808,1.320071130965575
98,0.0049949218519032,0.039422016590833664,1.3261013374507478
99,0.005192606709897518,0.031237687915563583,1.2026299092877348
100,0.005469220690429211,0.03757245093584061,1.3012618766517996
101,0.006108566652983427,0.028908003121614456,1.1514471518312472
102,0.00760334637016058,0.03442060202360153,1.2343733207039211
103,0.0073664928786456585,0.03048688732087612,1.1915263210924283
104,0.006101089529693127,0.03719182685017586,1.2989279965712084
105,0.004445129074156284,0.03546755760908127,1.2587390693963743
106,0.004865910392254591,0.03336668759584427,1.2236655723916499
107,0.004851401783525944,0.0306390468031168,1.204592594202014
108,0.0055646453984081745,0.03033444471657276,1.2178426864100438
109,0.006305338349193335,0.03788008913397789,1.2870371748216114
110,0.005874993279576302,0.031077807769179344,1.2605340686092392
111,0.004664387553930283,0.02940348908305168,1.1491125095429222
112,0.005442341789603233,0.03694891184568405,1.2957438737636737
113,0.0049839685671031475,0.03249606490135193,1.23374183159655
114,0.006807901430875063,0.03873167559504509,1.3229616767610126
115,0.00591113418340683,0.03375012427568436,1.3233357937236372
116,0.0057200100272893906,0.03693998605012894,1.3160305407346058
117,0.004959836136549711,0.035253800451755524,1.3015087049228964
118,0.005892178975045681,0.03343437984585762,1.240823122546496
119,0.0038735722191631794,0.034793004393577576,1.252134031245369
120,0.004850578960031271,0.0348709374666214,1.2685166702042863
121,0.00503872474655509,0.03035455197095871,1.185868326050546
122,0.0069167232140898705,0.03398951143026352,1.258500498375726
123,0.005868611391633749,0.028789658099412918,1.153490376696054
124,0.007019392214715481,0.03124690055847168,1.2400986440956134
125,0.007613595109432936,0.05612052604556084,1.669121748955963
126,0.01786264404654503,0.05036977306008339,1.751661097403784
127,0.012383872643113136,0.02242116443812847,1.0216489548573409
